language = Spanish
locales = SP
fallback = Francais


# Spanish localization Salvoxea 
# Kubifaktorium.v11.7.2022


MainMenu.NewCampaign  = Nueva campaña
TaskGroup.Construction.Desc  =  Los trabajadores de la construcción realizan trabajos de construcción.
TaskGroup.Crafting  =  Artes y manualidades
TaskGroup.Crafting.Desc  =  Los artesanos utilizan talleres para crear productos complejos.
TaskGroup.Mining  =  Extracción y Cosecha
TaskGroup.Mining.Desc  =  Los mineros talan árboles y extraen rocas.
TaskGroup.Power  =  Energía
TaskGroup.Power.Desc  =  Los colonos y los animales pueden generar poder.
TerrainShape.Flat  =  Terreno plano
TerrainShape.Mountain  =  Terreno montañoso
TerrainShape.Normal  =  Terreno normal
TerrainShape.Plane  =  Terreno perfectamente plano
Text.BackerRaft.Desc  =  Enviado por $1.
TipOfTheDay.1  =  Tus objetivos se muestran en la parte superior izquierda. Pase el cursor sobre él para obtener más información. Haga clic en la bombilla para abrir la ventana de ayuda. Tómese su tiempo, sus colonos no se morirán de hambre.
TipOfTheDay.10  =  Haz clic en un edificio recomendado para construirlo. Haga clic en un elemento recomendado para seleccionar un taller donde se puede construir.
TipOfTheDay.2  =  Tus colonos no pueden pasar hambre o morir de sed.
TipOfTheDay.3  =  Al seleccionar recursos para extraer, mantenga presionada la tecla Alt para marcar todos los objetos del mismo tipo en su territorio.
TipOfTheDay.4  =  Puede clonar un edificio existente manteniendo presionada la tecla Alt y haciendo clic en él.
TipOfTheDay.5  =  Al agregar una receta a un taller, mantenga presionada la tecla Alt para actualizar automáticamente los artículos aceptados en sus áreas de Almace_namiento  salientes.
TipOfTheDay.6  =  Presione SHIFT + F1 para guardar la posición actual de la cámara. Pulse F1 para volver a esta posición. (Funciona con F1-F4)
TipOfTheDay.7  =  Presione F11 para ocultar la interfaz de usuario.
TipOfTheDay.8  =  Presione F12 para tomar una captura de pantalla.
TipOfTheDay.9  =  Haga clic en la pestaña de descripción de un artículo para abrir la enciclopedia de producción.
TipOfTheDay.Header  =  Consejo:
TitleBasicWorkshop1  =  Producción de tablones de madera.
TitleBasicWorkshop1.Intro  =  Construya un taller básico y produzca tablones de madera:
Tool.Crit  =  Probabilidad crítica
Tool.Crit.Desc  =  La probabilidad de éxito es crítica. Los ataques con armas críticas infligen daño adicional. Los éxitos de extracción críticos otorgan bienes de bonificación.
Tool.Effect  =  Impacto de la herramienta
Tool.Effect.Agriculture.Crit  =  Crítico: $1%
Tool.Effect.Agriculture.Effect  =  Velocidad: $1
Tool.Effect.Agriculture.Hit  =  Éxito: $1%
Tool.Effect.Combat.Crit  =  Crítico: $1%
Tool.Effect.Combat.Effect  =  Daño: $1
Tool.Effect.Combat.Hit  =  Ëxito: $1%
Tool.Effect.Crafting.Crit  =  Crítico: $1%
Tool.Effect.Crafting.Effect  =  Velocidad: $1
Tool.Effect.Crafting.Hit  =  Éxito: $1%
Tool.Effect.Desc  =  - El efecto de un arma determina el daño que puede infligir. <br>- Las herramientas de Cultivo, artesanía y minería aumentan la velocidad para completar la tarea correspondiente.
Tool.Effect.Mining.Crit  =  Crítico: $1%
Tool.Effect.Mining.Effect  =  Velocidad: $1
Tool.Effect.Mining.Hit  =  Éxito: $1%
Tool.Effect.None.Crit  =  Crítico: 0%
Tool.Effect.None.Effect  = Efecto básico
Tool.Effect.None.Hit  =  Éxito: 50%
Tool.Hit  =  Posibilidad de Éxito
Tool.Hit.Desc  =  La probabilidad de Éxito determina la probabilidad de que una tarea se complete con éxito, como que se golpee a un enemigo o que un intento de producción tenga éxito.
Tool.None  =  Sin herramientas equipadas
Train.Schedule  =  Ruta del tren:
Train.Schedule.UI  =  Estación
Train.Schedule.UI.Desc  =  Para agregar una estación a la ruta, seleccione el tren y haga clic derecho en la nueva estación. Para eliminar una estación, haga clic en ella en la ruta.
Train.Status.Deactivated  =  Tren deshabilitado.
Train.Status.Deactivated.Desc  =  Puede activar un tren configurándolo como activo en la pestaña de información.
Train.Status.NoPath  =  No hay camino hacia la próxima meta.
Train.Status.NoPath.Desc  =  Asegúrese de construir vías de tren entre las estaciones.
Train.Status.NoSchedule  =  Sin ruta definida.
Train.Status.NoSchedule.Desc  =  Para agregar una estación a la ruta, seleccione el tren y haga clic derecho en la nueva estación. Para eliminar una estación, haga clic en ella en la ruta.
Train.Status.Okay  =  Entrenar activo.
Train.Status.WaitAtStation  =  Espera en la estación.
Train.Status.WaitAtStation.Desc  =  El tren se reanudará cuando haya terminado en esta estación.
TrainAutoExitHopper.Desc  =  4.) Configure la salida del Almacén.
TrainAutoExitHopper.Intro  =  El hierro extraído ahora se transporta automáticamente a la Estación Sur. Seleccione la salida del Almacén (!) en la estación Sur (no en la estación) y configúrelo para que acepte hierro para que el hierro se almacene en el Almacén cercano.
TrainAutoSchedule.Desc  =  3.) Defina una ruta.
TrainAutoSchedule.Intro  =  Selecciona el tren y añade las dos estaciones a la ruta haciendo clic derecho sobre ellas.
TrainSchedule.Desc  =  4.) Defina una ruta.
TrainSchedule.Intro  = Los trenes requieren una ruta para saber a dónde ir. Selecciona el tren y añade las dos estaciones a la ruta haciendo clic derecho sobre ellas.
TrainStation.WaitMode.WailWhileStuffHere  =  Espera a que cargue.
TrainStation.WaitMode.WaitUntilFull  =  Espera hasta que esté lleno.
TutorialNeedsTools.IntroControls  =  Familiarízate con los comandos:
TutorialNeedsTools.Introduction  =  Llegamos a una pequeña isla pacífica. Deberíamos establecer un pequeño campamento y almacenar madera y piedra.
TutorialNeedsTools.IntroHelp  =  Aprende a usar el sistema de ayuda:
TutorialNeedsTools.IntroUnload  =  Descarga provisiones de nuestro barco:
UI.Acceleration  =  Aceleración: $1
UI.AcceptAll  =  Aceptar todo
UI.AcceptAll.Desc  =  Configure el Almacen para aceptar todos los bienes.
UI.AcceptedGoods  =  Mercancía Aceptada:
UI.AcceptedGoods.Help  =  (Haga clic en un bien para activarlo).
UI.AssignZone  =  Asigne una zona.
UI.AssignZone.Desc  =  Haga clic aquí para asignar/eliminar el color de esta área.
UI.AttackCamp  =  Ataque al campamento.
UI.Bug  =  Informar de un error ///Ctrl-Q///
UI.Bug.Desc  =  Al informar un error, se enviará una captura de pantalla y un informe de error al desarrollador.
UI.Build  =  Construir ///B///
UI.Build.AwaitingConstruction  =  En espera de construcción.
UI.Build.Desc  =  Cree un modelo de construcción que será construido por sus colonos. Presione Keyrotate para rotar. <br>Presiona Keycycle para cambiar entre variaciones.
UI.Build.InProgress  =  Construcción en progreso.
UI.Build.InProgress.Desc  =  Un colono llevará todos los bienes necesarios y comenzará la construcción.
UI.Build.MissingMaterials  =  Faltan materiales.
UI.Build.MissingMaterials.Desc  =  A tus colonos les falta uno o más recursos para construir esto.
UI.Build.MissingMaterials.Explicit  =  Falta $1 para la construcción.
UI.BuildTrain  =  Construir un tren
UI.BuiltFrom  =  Construido usando
UI.CanBeMined  =  Se puede utilizar para
UI.Cancel  = Cancelar
UI.Cancel.Desc  =  Cancelar Construcción.
UI.CancelAttack  =  Cancelar Ataque.
UI.CancelOrder  =  Cancelar Orden ///X///
UI.CancelOrder.Desc  =  Cancela una orden como operación, carga o construcción.
UI.CapacityUsed  =  Capacidad utilizada:
UI.ClaimRange  =  Área de reclamo: $1
UI.ClearZone  =  Vender / Deconstruir / Limpiar área ///Z///
UI.ClearZone.Desc  =  Destruye un edificio o elimina una Almacen, Cultivo o Arboleda. Utilice Keycycle para cambiar entre varios objetos en el mismo cuadrado.
UI.Close  =  Cerca
UI.Colonists  =  Tus guerreros (Fuerza $1):
UI.Conv  =  Cinta Transportadora ///C///
UI.Conv.Desc  =  Haga clic en el cuadrado donde desea que comience la máquina para correr, luego en el cuadrado donde debe terminar. <br>Presione Keycycle para alternar entre alto o bajo.
UI.DamageUnarmed  =  Daño: $1
UI.DecorationValue  =  Decoración: Gama $2
UI.DeleteGame  =  Borrar
UI.Drink  =  Stock de Bebidas
UI.Drink.Desc  =  Proporcione bebidas a sus colonos para que sean más productivos.
UI.Drinks  =  Bebidas: $1
UI.Eats  =  Comer: $1
UI.Equipment  =  Equipo
UI.ExitToMain  =  Volver al menú principal
UI.Faction  =  Estado
UI.Farm  =  Cultivo ///F///
UI.Farm.Desc  =  Cree una nueva zona de Cultivo o amplíe una existente.
UI.FarmMode  =  Moda
UI.FarmModeGrow  =  Cultivar
UI.FarmModeHarvest  =  Cosechar
UI.FarmModeTill  =  Arar
UI.FarmModeWater  =  Regar
UI.Fight  =  Dirige a tus guerreros.
UI.Fight.Desc  =  Establece una bandera de reunión para tus colonos. Todos los colonos que lleven un arma se reunirán alrededor de esta bandera y atacarán a los enemigos a la vista.
UI.FightClose  =  Retire la bandera de reunión.
UI.FightClose.Desc  =  Retire la bandera de reunión de los colonos. Todos los colonos volverán a sus trabajos habituales.
UI.Follow  =  Seguir un objeto ///O///
UI.Food  =  Stock de Alimentos
UI.Food.Desc  =  Proporciona comida a tus colonos para que sean más productivos.
UI.Grove  =  Arboleda ///G///
UI.Grove.Desc  =  Cree o expanda una zona de arboleda.
UI.GrowthRateDay  =  Tasa de crecimiento durante el día: $1%
UI.GrowthRateNight  =  Tasa de crecimiento durante la noche: $1%
UI.GrowTime  = Tiempo de crecimiento: $1s
UI.Harbour.Explanation  =  Los Buque de cargas entregan productos elaborados en islas previamente colonizadas.
UI.Help  =  Ayuda
UI.HitpointMax  =  HP máx.: $1
UI.HitpointRegen  =  Regeneración de HP: $1
UI.Hitpoints  =  Puntos de daño: $1/$2
UI.House  =  Casa
UI.House.Desc  =  Proporcionar casas a tus colonos los hará más productivos.
UI.HousingValue  =  Casa: Valor $1, habitantes $2
UI.IdleColonists  =  Colonos inactivos
UI.IdleColonists.Desc  =  Haga clic aquí para cambiar entre todos los colonos inactivos.
UI.IncreaseProductionTarget  =  Aumentar objetivo
UI.IncreaseProductionTarget.Desc  =  Aumentar el objetivo de producción para esta isla disminuirá los bienes que tendrás que producir en las otras islas. <br>Nota: Puedes abandonar esta isla en cualquier momento, incluso si no has alcanzado el objetivo aumentado.
UI.InventoryMenu  =  Gestión de inventario ///I///
UI.InventoryMenu.Desc  =  Vea el inventario de su colonia y administre cómo se utilizan los activos.
UI.ItemTypes.Quality  =  Calidad del artículo:
UI.ItemTypes.Title  =  Tipos de objetos:
UI.LeaveMap  =  Dejar la isla
UI.LeaveMap.Desc  =  Sal de esta isla y vuelve al mapa mundial. Los edificios se deconstruirán automáticamente y los artículos se devolverán al barco. Las cosas que excedan la capacidad de carga se venderán a la mitad de su valor.
UI.LinkOverlay  =  Rutas de producción
UI.LinkOverlay.Desc  =  Alterna la visualización de enlaces activos entre talleres, Cultivos y zonas de Almace_namiento . [Predeterminado: Alt izquierdo]
UI.Load  =  Cargar
UI.Load.Desc  =  Marque artículos para cargar en su barco.
UI.LoadGame  =  Cargar juego
UI.LoadLeave  =  Cargar y salir:
UI.LoadSave  =  Cargar / Guardar
UI.LoadSave.Desc  =  Abre el menú de guardado del juego.
UI.LogisticsSystem  =  Sistema logístico
UI.LogisticsSystem.Desc  =  Para <b>proporcionar</b> bienes, conecta esta unidad a otras unidades (área de Almace_namiento , estaciones de zepelín, etc.) haciendo clic derecho sobre ellas. Además, asegúrese de que tenga bienes para traerlos. <br>Para <b>solicitar</b> mercancías, conecte otras unidades (área de Almace_namiento , estaciones de zepelín, etc.) a esta área de Almace_namiento  y defina qué mercancías se aceptarán.<br>Consejo: Mantenga presionada la tecla alt mientras hace clic para crear una conexión recíproca.
UI.Main  = Abrir menú ///Esc///
UI.Main.Desc  =  Cargue o guarde un juego, cambie la configuración o salga del juego.
UI.MapComplete  =  Victoria!
UI.MaxSpeed  =  Velocidad máxima: $1
UI.Menu  =  Menú
UI.Menu.Title  =  Menú
UI.MessageLog  =  Historial de mensajes ///L///
UI.MessageLog.Desc  =  Mantenga un registro de los mensajes anteriores.
UI.MessagePanel  =  Mensaje
UI.MessagePanel.Desc  =  Para cerrar un mensaje, haga clic derecho. Puede ver los mensajes cerrados en el historial de mensajes. Haga clic izquierdo en un mensaje para centrar su cámara en el evento.
UI.Mine  =  Extraer y Cosechar ///M///
UI.Mine.Desc  =  Marca árboles, rocas y otros recursos que serán extraídos o cosechados. (Mantenga presionada la tecla Alt para marcar todos los objetos del mismo tipo en su territorio).
UI.MineableContent  =  Recursos de montaña:
UI.MissionComplete  =  ¡Misión cumplida!
UI.MovementSpeed  =  Velocidad de movimiento: $1
UI.MultiSelectHeader  =  $1 Colono seleccionado.
UI.NextTutorial  =  Próximo tutorial
UI.NextTutorial.Desc  =  Deja esta parte y reproduce el siguiente tutorial.
UI.Pet.Owner  =  Dueño
UI.PlantGrowth  =  Crecimiento: $1%
UI.PlantGrowthRate  =  Tasa de crecimiento: $1%
UI.PlantGrowthTime  =  Tiempo de crecimiento: $1s
UI.PlantTitle  =  Información de la planta:
UI.PressAnyKey  =  ¡Presiona cualquier tecla para comenzar!
UI.ProcessedIn  =  transformado en
UI.ProducedFrom  =  Producto con
UI.ProducedHere  =  Producto aquí
UI.ProducedIn  =  Producido en
UI.ProductionTarget  = objetivo de producción
UI.ProductionTarget.Desc  =  El objetivo de producción para la isla actual.
UI.ProductionTarget.Met  =  Meta de producción alcanzada para:<br> $1
UI.ProductionTarget.MetShort  =  Meta de producción exitosa:<br> $1
UI.ProductionTree  =  Enciclopedia de producción
UI.RecipieHint  =  <i>Haga clic en una receta para activarla o desactivarla. Mantenga presionada la tecla Alt para actualizar automáticamente los productos aceptados por las áreas de Almace_namiento  de salida.</i>
UI.Recommendations  =  Recomendaciones
UI.Recommendations.Desc  =  El sistema de recomendación sugiere tareas para completar en función de la situación actual.
UI.Recruit  =  Reclutarlos.
UI.Recruit.Defeat  =  Enemigos (Fuerza $1):
UI.Recruit.Desc  =  Reclutar a un náufrago o domar a un animal hará que se una a tu colonia. Nota: Las mascotas solo pueden realizar un número limitado de tareas. Una vez que se conviertan en parte de su colonia, comenzarán a consumir sus suministros.
UI.Recruit.Requirements  =  Requisitos:
UI.Recruit.Title  = Enemigos:
UI.Recruitment  =  Reclutamiento
UI.RefuseAll  =  rechazar todo
UI.RefuseAll.Desc  =  Establezca la zona de Almace_namiento  para rechazar todas las mercancías.
UI.RelativeStrength.Equal  =  Fuerza del enemigo: Igual.
UI.RelativeStrength.Hard  =  Fuerza del enemigo: Difícil.
UI.RelativeStrength.Inferior  =  Fuerza Enemiga: Inferior.
UI.RelativeStrength.Low  =  Fuerza del enemigo: Débil.
UI.RelativeStrength.Overwhelming  =  Fuerza del enemigo: abrumadora.
UI.RestartMap  =  Reiniciar mapa
UI.ResumePlaying  =  Reanudar juego
UI.ReturnToMain  =  Volver al menú principal
UI.ReturnToMain.Desc  =  Salga de esta parte y regrese al menú principal.
UI.Road  =  Caminos ///H///
UI.Road.Desc  =  Construya carreteras para conectar talleres y almacenes remotos. Los colonos se mueven más rápido en las carreteras. Haga clic en un cuadro inicial y un cuadro final para colocar una carretera. De lo contrario, haga clic y arrastre el mouse entre dos áreas para construir un camino recto.
UI.SaveGame  =  Para guardar
UI.SaveGame.Desc  =  Guarda el estado actual del juego en un archivo.
UI.SelectAssignedZones  =  Zonas autorizadas:
UI.SelectProduct  =  Seleccionar producto
UI.SelectZoneColor  =  Seleccione el color del área:
UI.Settings  =  configuraciones
UI.Settings.Desc  =  Configuración abierta.
UI.SettlerMenu  =  Gestión de colonos ///F9///
UI.SettlerMenu.Desc  =  Define los trabajos de tus colonos y los talleres que utilizan.
